#  site  atom  site  atom  shell  is    irs        x             y             z             r          Joj(mRy)       Joj(meV)
    2     Co    2     Co    16    15   272    -14.494205     21.741308    -14.494205     29.880569      0.0000034      0.0000466
    2     Co    2     Co    16    16   273    -14.494205     21.741308     14.494205     29.880569      0.0000034      0.0000463
    2     Co    2     Co    16    17   274     -7.247103    -28.988410      0.000000     29.880569      0.0084058      0.1143668
    2     Co    2     Co    16    18   275     -7.247103      0.000000    -28.988410     29.880569      0.0084058      0.1143664
    2     Co    2     Co    16    19   276     -7.247103      0.000000     28.988410     29.880569      0.0084061      0.1143713
    2     Co    2     Co    16    20   277     -7.247103     28.988410      0.000000     29.880569      0.0084062      0.1143718
    2     Co    2     Co    16    21   278      0.000000    -28.988410     -7.247103     29.880569      0.0084058      0.1143668
    2     Co    2     Co    16    22   279      0.000000    -28.988410      7.247103     29.880569      0.0084059      0.1143683
    2     Co    2     Co    16    23   280      0.000000     -7.247103    -28.988410     29.880569      0.0084058      0.1143667
    2     Co    2     Co    16    24   281      0.000000     -7.247103     28.988410     29.880569      0.0084062      0.1143717
    2     Co    2     Co    16    25   282      0.000000      7.247103    -28.988410     29.880569      0.0084059      0.1143683
    2     Co    2     Co    16    26   283      0.000000      7.247103     28.988410     29.880569      0.0084063      0.1143732
    2     Co    2     Co    16    27   284      0.000000     28.988410     -7.247103     29.880569      0.0084062      0.1143717
    2     Co    2     Co    16    28   285      0.000000     28.988410      7.247103     29.880569      0.0084063      0.1143733
    2     Co    2     Co    16    29   286      7.247103    -28.988410      0.000000     29.880569      0.0084059      0.1143684
    2     Co    2     Co    16    30   287      7.247103      0.000000    -28.988410     29.880569      0.0084059      0.1143679
    2     Co    2     Co    16    31   288      7.247103      0.000000     28.988410     29.880569      0.0084063      0.1143729
    2     Co    2     Co    16    32   289      7.247103     28.988410      0.000000     29.880569      0.0084063      0.1143733
    2     Co    2     Co    16    33   290     14.494205    -21.741308    -14.494205     29.880569      0.0000034      0.0000467
    2     Co    2     Co    16    34   291     14.494205    -21.741308     14.494205     29.880569      0.0000034      0.0000464
    2     Co    2     Co    16    35   292     14.494205    -14.494205    -21.741308     29.880569      0.0000034      0.0000467
    2     Co    2     Co    16    36   293     14.494205    -14.494205     21.741308     29.880569      0.0000034      0.0000463
    2     Co    2     Co    16    37   294     14.494205     14.494205    -21.741308     29.880569      0.0000034      0.0000464
    2     Co    2     Co    16    38   295     14.494205     14.494205     21.741308     29.880569      0.0000034      0.0000460
    2     Co    2     Co    16    39   296     14.494205     21.741308    -14.494205     29.880569      0.0000034      0.0000463
    2     Co    2     Co    16    40   297     14.494205     21.741308     14.494205     29.880569      0.0000034      0.0000460
    2     Co    2     Co    16    41   298     21.741308    -14.494205    -14.494205     29.880569      0.0000034      0.0000466
    2     Co    2     Co    16    42   299     21.741308    -14.494205     14.494205     29.880569      0.0000034      0.0000463
    2     Co    2     Co    16    43   300     21.741308     14.494205    -14.494205     29.880569      0.0000034      0.0000463
    2     Co    2     Co    16    44   301     21.741308     14.494205     14.494205     29.880569      0.0000034      0.0000460
    2     Co    2     Co    16    45   302     28.988410     -7.247103      0.000000     29.880569      0.0084062      0.1143717
    2     Co    2     Co    16    46   303     28.988410      0.000000     -7.247103     29.880569      0.0084061      0.1143713
    2     Co    2     Co    16    47   304     28.988410      0.000000      7.247103     29.880569      0.0084063      0.1143729
    2     Co    2     Co    16    48   305     28.988410      7.247103      0.000000     29.880569      0.0084063      0.1143733
    2     Co    2     Co    17     1   306    -28.988410     -7.247103     -7.247103     30.746852      0.0012836      0.0174636
    2     Co    2     Co    17     2   307    -28.988410     -7.247103      7.247103     30.746852      0.0012835      0.0174636
    2     Co    2     Co    17     3   308    -28.988410      7.247103     -7.247103     30.746852      0.0012835      0.0174636
    2     Co    2     Co    17     4   309    -28.988410      7.247103      7.247103     30.746852      0.0012835      0.0174635
    2     Co    2     Co    17     5   310    -21.741308    -21.741308      0.000000     30.746852      0.0058464      0.0795446
    2     Co    2     Co    17     6   311    -21.741308      0.000000    -21.741308     30.746852      0.0058464      0.0795446
    2     Co    2     Co    17     7   312    -21.741308      0.000000     21.741308     30.746852      0.0058467      0.0795483
    2     Co    2     Co    17     8   313    -21.741308     21.741308      0.000000     30.746852      0.0058467      0.0795483
    2     Co    2     Co    17     9   314     -7.247103    -28.988410     -7.247103     30.746852      0.0012836      0.0174636
    2     Co    2     Co    17    10   315     -7.247103    -28.988410      7.247103     30.746852      0.0012835      0.0174635
    2     Co    2     Co    17    11   316     -7.247103     -7.247103    -28.988410     30.746852      0.0012836      0.0174636
    2     Co    2     Co    17    12   317     -7.247103     -7.247103     28.988410     30.746852      0.0012835      0.0174623
    2     Co    2     Co    17    13   318     -7.247103      7.247103    -28.988410     30.746852      0.0012835      0.0174636
    2     Co    2     Co    17    14   319     -7.247103      7.247103     28.988410     30.746852      0.0012834      0.0174622
    2     Co    2     Co    17    15   320     -7.247103     28.988410     -7.247103     30.746852      0.0012835      0.0174622
    2     Co    2     Co    17    16   321     -7.247103     28.988410      7.247103     30.746852      0.0012834      0.0174622
    2     Co    2     Co    17    17   322      0.000000    -21.741308    -21.741308     30.746852      0.0058464      0.0795446
    2     Co    2     Co    17    18   323      0.000000    -21.741308     21.741308     30.746852      0.0058467      0.0795483
    2     Co    2     Co    17    19   324      0.000000     21.741308    -21.741308     30.746852      0.0058467      0.0795483
    2     Co    2     Co    17    20   325      0.000000     21.741308     21.741308     30.746852      0.0058470      0.0795519
    2     Co    2     Co    17    21   326      7.247103    -28.988410     -7.247103     30.746852      0.0012835      0.0174635
    2     Co    2     Co    17    22   327      7.247103    -28.988410      7.247103     30.746852      0.0012835      0.0174634
    2     Co    2     Co    17    23   328      7.247103     -7.247103    -28.988410     30.746852      0.0012835      0.0174636
    2     Co    2     Co    17    24   329      7.247103     -7.247103     28.988410     30.746852      0.0012834      0.0174622
    2     Co    2     Co    17    25   330      7.247103      7.247103    -28.988410     30.746852      0.0012835      0.0174635
    2     Co    2     Co    17    26   331      7.247103      7.247103     28.988410     30.746852      0.0012834      0.0174621
    2     Co    2     Co    17    27   332      7.247103     28.988410     -7.247103     30.746852      0.0012834      0.0174622
    2     Co    2     Co    17    28   333      7.247103     28.988410      7.247103     30.746852      0.0012834      0.0174621
    2     Co    2     Co    17    29   334     21.741308    -21.741308      0.000000     30.746852      0.0058467      0.0795483
    2     Co    2     Co    17    30   335     21.741308      0.000000    -21.741308     30.746852      0.0058467      0.0795483
    2     Co    2     Co    17    31   336     21.741308      0.000000     21.741308     30.746852      0.0058470      0.0795519
    2     Co    2     Co    17    32   337     21.741308     21.741308      0.000000     30.746852      0.0058470      0.0795519
    2     Co    2     Co    17    33   338     28.988410     -7.247103     -7.247103     30.746852      0.0012835      0.0174623
    2     Co    2     Co    17    34   339     28.988410     -7.247103      7.247103     30.746852      0.0012834      0.0174622
    2     Co    2     Co    17    35   340     28.988410      7.247103     -7.247103     30.746852      0.0012834      0.0174622
    2     Co    2     Co    17    36   341     28.988410      7.247103      7.247103     30.746852      0.0012834      0.0174621
    2     Co    2     Co    18     1   342    -21.741308    -21.741308     -7.247103     31.589388     -0.0000739     -0.0010053
    2     Co    2     Co    18     2   343    -21.741308    -21.741308      7.247103     31.589388     -0.0000739     -0.0010054
    2     Co    2     Co    18     3   344    -21.741308     -7.247103    -21.741308     31.589388     -0.0000739     -0.0010052
    2     Co    2     Co    18     4   345    -21.741308     -7.247103     21.741308     31.589388     -0.0000739     -0.0010049
    2     Co    2     Co    18     5   346    -21.741308      7.247103    -21.741308     31.589388     -0.0000739     -0.0010053
    2     Co    2     Co    18     6   347    -21.741308      7.247103     21.741308     31.589388     -0.0000739     -0.0010050
    2     Co    2     Co    18     7   348    -21.741308     21.741308     -7.247103     31.589388     -0.0000739     -0.0010049
    2     Co    2     Co    18     8   349    -21.741308     21.741308      7.247103     31.589388     -0.0000739     -0.0010050
    2     Co    2     Co    18     9   350     -7.247103    -21.741308    -21.741308     31.589388     -0.0000739     -0.0010052
    2     Co    2     Co    18    10   351     -7.247103    -21.741308     21.741308     31.589388     -0.0000739     -0.0010049
    2     Co    2     Co    18    11   352     -7.247103     21.741308    -21.741308     31.589388     -0.0000739     -0.0010049
    2     Co    2     Co    18    12   353     -7.247103     21.741308     21.741308     31.589388     -0.0000738     -0.0010045
    2     Co    2     Co    18    13   354      7.247103    -21.741308    -21.741308     31.589388     -0.0000739     -0.0010054
    2     Co    2     Co    18    14   355      7.247103    -21.741308     21.741308     31.589388     -0.0000739     -0.0010050
    2     Co    2     Co    18    15   356      7.247103     21.741308    -21.741308     31.589388     -0.0000739     -0.0010050
    2     Co    2     Co    18    16   357      7.247103     21.741308     21.741308     31.589388     -0.0000738     -0.0010047
    2     Co    2     Co    18    17   358     21.741308    -21.741308     -7.247103     31.589388     -0.0000739     -0.0010049
    2     Co    2     Co    18    18   359     21.741308    -21.741308      7.247103     31.589388     -0.0000739     -0.0010050
    2     Co    2     Co    18    19   360     21.741308     -7.247103    -21.741308     31.589388     -0.0000739     -0.0010049
    2     Co    2     Co    18    20   361     21.741308     -7.247103     21.741308     31.589388     -0.0000738     -0.0010045
    2     Co    2     Co    18    21   362     21.741308      7.247103    -21.741308     31.589388     -0.0000739     -0.0010050
    2     Co    2     Co    18    22   363     21.741308      7.247103     21.741308     31.589388     -0.0000738     -0.0010046
    2     Co    2     Co    18    23   364     21.741308     21.741308     -7.247103     31.589388     -0.0000738     -0.0010045
    2     Co    2     Co    18    24   365     21.741308     21.741308      7.247103     31.589388     -0.0000738     -0.0010047
    2     Co    2     Co    19     1   366    -28.988410    -14.494205      0.000000     32.410028      0.0058931      0.0801800
    2     Co    2     Co    19     2   367    -28.988410      0.000000    -14.494205     32.410028      0.0058931      0.0801799
    2     Co    2     Co    19     3   368    -28.988410      0.000000     14.494205     32.410028      0.0058932      0.0801814
    2     Co    2     Co    19     4   369    -28.988410     14.494205      0.000000     32.410028      0.0058932      0.0801814
    2     Co    2     Co    19     5   370    -14.494205    -28.988410      0.000000     32.410028      0.0058931      0.0801800
    2     Co    2     Co    19     6   371    -14.494205      0.000000    -28.988410     32.410028      0.0058931      0.0801799
    2     Co    2     Co    19     7   372    -14.494205      0.000000     28.988410     32.410028      0.0058935      0.0801845
    2     Co    2     Co    19     8   373    -14.494205     28.988410      0.000000     32.410028      0.0058935      0.0801846
    2     Co    2     Co    19     9   374      0.000000    -28.988410    -14.494205     32.410028      0.0058931      0.0801800
    2     Co    2     Co    19    10   375      0.000000    -28.988410     14.494205     32.410028      0.0058932      0.0801814
    2     Co    2     Co    19    11   376      0.000000    -14.494205    -28.988410     32.410028      0.0058931      0.0801800
    2     Co    2     Co    19    12   377      0.000000    -14.494205     28.988410     32.410028      0.0058935      0.0801845
    2     Co    2     Co    19    13   378      0.000000     14.494205    -28.988410     32.410028      0.0058932      0.0801814
    2     Co    2     Co    19    14   379      0.000000     14.494205     28.988410     32.410028      0.0058936      0.0801860
    2     Co    2     Co    19    15   380      0.000000     28.988410    -14.494205     32.410028      0.0058935      0.0801846
    2     Co    2     Co    19    16   381      0.000000     28.988410     14.494205     32.410028      0.0058936      0.0801860
    2     Co    2     Co    19    17   382     14.494205    -28.988410      0.000000     32.410028      0.0058932      0.0801814
    2     Co    2     Co    19    18   383     14.494205      0.000000    -28.988410     32.410028      0.0058932      0.0801814
    2     Co    2     Co    19    19   384     14.494205      0.000000     28.988410     32.410028      0.0058936      0.0801859
    2     Co    2     Co    19    20   385     14.494205     28.988410      0.000000     32.410028      0.0058936      0.0801860
    2     Co    2     Co    19    21   386     28.988410    -14.494205      0.000000     32.410028      0.0058935      0.0801845
    2     Co    2     Co    19    22   387     28.988410      0.000000    -14.494205     32.410028      0.0058935      0.0801845
    2     Co    2     Co    19    23   388     28.988410      0.000000     14.494205     32.410028      0.0058936      0.0801859
    2     Co    2     Co    19    24   389     28.988410     14.494205      0.000000     32.410028      0.0058936      0.0801860
    2     Co    2     Co    20     1   390    -28.988410    -14.494205     -7.247103     33.210396     -0.0001734     -0.0023595
    2     Co    2     Co    20     2   391    -28.988410    -14.494205      7.247103     33.210396     -0.0001734     -0.0023594
    2     Co    2     Co    20     3   392    -28.988410     -7.247103    -14.494205     33.210396     -0.0001734     -0.0023595
    2     Co    2     Co    20     4   393    -28.988410     -7.247103     14.494205     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20     5   394    -28.988410      7.247103    -14.494205     33.210396     -0.0001734     -0.0023594
    2     Co    2     Co    20     6   395    -28.988410      7.247103     14.494205     33.210396     -0.0001734     -0.0023590
    2     Co    2     Co    20     7   396    -28.988410     14.494205     -7.247103     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20     8   397    -28.988410     14.494205      7.247103     33.210396     -0.0001734     -0.0023590
    2     Co    2     Co    20     9   398    -14.494205    -28.988410     -7.247103     33.210396     -0.0001734     -0.0023595
    2     Co    2     Co    20    10   399    -14.494205    -28.988410      7.247103     33.210396     -0.0001734     -0.0023594
    2     Co    2     Co    20    11   400    -14.494205     -7.247103    -28.988410     33.210396     -0.0001734     -0.0023595
    2     Co    2     Co    20    12   401    -14.494205     -7.247103     28.988410     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20    13   402    -14.494205      7.247103    -28.988410     33.210396     -0.0001734     -0.0023594
    2     Co    2     Co    20    14   403    -14.494205      7.247103     28.988410     33.210396     -0.0001734     -0.0023590
    2     Co    2     Co    20    15   404    -14.494205     28.988410     -7.247103     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20    16   405    -14.494205     28.988410      7.247103     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20    17   406     -7.247103    -28.988410    -14.494205     33.210396     -0.0001734     -0.0023595
    2     Co    2     Co    20    18   407     -7.247103    -28.988410     14.494205     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20    19   408     -7.247103    -14.494205    -28.988410     33.210396     -0.0001734     -0.0023595
    2     Co    2     Co    20    20   409     -7.247103    -14.494205     28.988410     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20    21   410     -7.247103     14.494205    -28.988410     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20    22   411     -7.247103     14.494205     28.988410     33.210396     -0.0001734     -0.0023587
    2     Co    2     Co    20    23   412     -7.247103     28.988410    -14.494205     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20    24   413     -7.247103     28.988410     14.494205     33.210396     -0.0001734     -0.0023587
    2     Co    2     Co    20    25   414      7.247103    -28.988410    -14.494205     33.210396     -0.0001734     -0.0023594
    2     Co    2     Co    20    26   415      7.247103    -28.988410     14.494205     33.210396     -0.0001734     -0.0023590
    2     Co    2     Co    20    27   416      7.247103    -14.494205    -28.988410     33.210396     -0.0001734     -0.0023594
    2     Co    2     Co    20    28   417      7.247103    -14.494205     28.988410     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20    29   418      7.247103     14.494205    -28.988410     33.210396     -0.0001734     -0.0023590
    2     Co    2     Co    20    30   419      7.247103     14.494205     28.988410     33.210396     -0.0001734     -0.0023587
    2     Co    2     Co    20    31   420      7.247103     28.988410    -14.494205     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20    32   421      7.247103     28.988410     14.494205     33.210396     -0.0001734     -0.0023587
    2     Co    2     Co    20    33   422     14.494205    -28.988410     -7.247103     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20    34   423     14.494205    -28.988410      7.247103     33.210396     -0.0001734     -0.0023590
    2     Co    2     Co    20    35   424     14.494205     -7.247103    -28.988410     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20    36   425     14.494205     -7.247103     28.988410     33.210396     -0.0001734     -0.0023587
    2     Co    2     Co    20    37   426     14.494205      7.247103    -28.988410     33.210396     -0.0001734     -0.0023590
    2     Co    2     Co    20    38   427     14.494205      7.247103     28.988410     33.210396     -0.0001734     -0.0023586
    2     Co    2     Co    20    39   428     14.494205     28.988410     -7.247103     33.210396     -0.0001734     -0.0023587
    2     Co    2     Co    20    40   429     14.494205     28.988410      7.247103     33.210396     -0.0001734     -0.0023587
    2     Co    2     Co    20    41   430     28.988410    -14.494205     -7.247103     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20    42   431     28.988410    -14.494205      7.247103     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20    43   432     28.988410     -7.247103    -14.494205     33.210396     -0.0001734     -0.0023591
    2     Co    2     Co    20    44   433     28.988410     -7.247103     14.494205     33.210396     -0.0001734     -0.0023587
    2     Co    2     Co    20    45   434     28.988410      7.247103    -14.494205     33.210396     -0.0001734     -0.0023590
    2     Co    2     Co    20    46   435     28.988410      7.247103     14.494205     33.210396     -0.0001734     -0.0023586
    2     Co    2     Co    20    47   436     28.988410     14.494205     -7.247103     33.210396     -0.0001734     -0.0023587
    2     Co    2     Co    20    48   437     28.988410     14.494205      7.247103     33.210396     -0.0001734     -0.0023587
    2     Co    2     Co    21     1   438    -21.741308    -21.741308    -14.494205     33.991924      0.0000899      0.0012228
    2     Co    2     Co    21     2   439    -21.741308    -21.741308     14.494205     33.991924      0.0000899      0.0012231
    2     Co    2     Co    21     3   440    -21.741308    -14.494205    -21.741308     33.991924      0.0000899      0.0012228
    2     Co    2     Co    21     4   441    -21.741308    -14.494205     21.741308     33.991924      0.0000899      0.0012225
    2     Co    2     Co    21     5   442    -21.741308     14.494205    -21.741308     33.991924      0.0000899      0.0012232
    2     Co    2     Co    21     6   443    -21.741308     14.494205     21.741308     33.991924      0.0000899      0.0012229
    2     Co    2     Co    21     7   444    -21.741308     21.741308    -14.494205     33.991924      0.0000899      0.0012225
    2     Co    2     Co    21     8   445    -21.741308     21.741308     14.494205     33.991924      0.0000899      0.0012229
    2     Co    2     Co    21     9   446    -14.494205    -21.741308    -21.741308     33.991924      0.0000899      0.0012228
    2     Co    2     Co    21    10   447    -14.494205    -21.741308     21.741308     33.991924      0.0000899      0.0012225
    2     Co    2     Co    21    11   448    -14.494205     21.741308    -21.741308     33.991924      0.0000899      0.0012225
    2     Co    2     Co    21    12   449    -14.494205     21.741308     21.741308     33.991924      0.0000898      0.0012222
    2     Co    2     Co    21    13   450     14.494205    -21.741308    -21.741308     33.991924      0.0000899      0.0012231
    2     Co    2     Co    21    14   451     14.494205    -21.741308     21.741308     33.991924      0.0000899      0.0012229
    2     Co    2     Co    21    15   452     14.494205     21.741308    -21.741308     33.991924      0.0000899      0.0012229
    2     Co    2     Co    21    16   453     14.494205     21.741308     21.741308     33.991924      0.0000899      0.0012226
    2     Co    2     Co    21    17   454     21.741308    -21.741308    -14.494205     33.991924      0.0000899      0.0012225
    2     Co    2     Co    21    18   455     21.741308    -21.741308     14.494205     33.991924      0.0000899      0.0012229
    2     Co    2     Co    21    19   456     21.741308    -14.494205    -21.741308     33.991924      0.0000899      0.0012225
    2     Co    2     Co    21    20   457     21.741308    -14.494205     21.741308     33.991924      0.0000898      0.0012222
    2     Co    2     Co    21    21   458     21.741308     14.494205    -21.741308     33.991924      0.0000899      0.0012229
    2     Co    2     Co    21    22   459     21.741308     14.494205     21.741308     33.991924      0.0000899      0.0012226
    2     Co    2     Co    21    23   460     21.741308     21.741308    -14.494205     33.991924      0.0000898      0.0012222
    2     Co    2     Co    21    24   461     21.741308     21.741308     14.494205     33.991924      0.0000899      0.0012226
    2     Co    2     Co    22     1   462    -28.988410    -14.494205    -14.494205     35.503407      0.0000233      0.0003176
    2     Co    2     Co    22     2   463    -28.988410    -14.494205     14.494205     35.503407      0.0000234      0.0003178
    2     Co    2     Co    22     3   464    -28.988410     14.494205    -14.494205     35.503407      0.0000234      0.0003178
    2     Co    2     Co    22     4   465    -28.988410     14.494205     14.494205     35.503407      0.0000234      0.0003179
    2     Co    2     Co    22     5   466    -14.494205    -28.988410    -14.494205     35.503407      0.0000233      0.0003176
    2     Co    2     Co    22     6   467    -14.494205    -28.988410     14.494205     35.503407      0.0000234      0.0003178
    2     Co    2     Co    22     7   468    -14.494205    -14.494205    -28.988410     35.503407      0.0000233      0.0003176
    2     Co    2     Co    22     8   469    -14.494205    -14.494205     28.988410     35.503407      0.0000233      0.0003176
    2     Co    2     Co    22     9   470    -14.494205     14.494205    -28.988410     35.503407      0.0000234      0.0003178
    2     Co    2     Co    22    10   471    -14.494205     14.494205     28.988410     35.503407      0.0000234      0.0003177
    2     Co    2     Co    22    11   472    -14.494205     28.988410    -14.494205     35.503407      0.0000233      0.0003176
    2     Co    2     Co    22    12   473    -14.494205     28.988410     14.494205     35.503407      0.0000234      0.0003177
    2     Co    2     Co    22    13   474     14.494205    -28.988410    -14.494205     35.503407      0.0000234      0.0003178
    2     Co    2     Co    22    14   475     14.494205    -28.988410     14.494205     35.503407      0.0000234      0.0003179
    2     Co    2     Co    22    15   476     14.494205    -14.494205    -28.988410     35.503407      0.0000234      0.0003178
    2     Co    2     Co    22    16   477     14.494205    -14.494205     28.988410     35.503407      0.0000234      0.0003177
    2     Co    2     Co    22    17   478     14.494205     14.494205    -28.988410     35.503407      0.0000234      0.0003179
    2     Co    2     Co    22    18   479     14.494205     14.494205     28.988410     35.503407      0.0000234      0.0003179
    2     Co    2     Co    22    19   480     14.494205     28.988410    -14.494205     35.503407      0.0000234      0.0003177
    2     Co    2     Co    22    20   481     14.494205     28.988410     14.494205     35.503407      0.0000234      0.0003179
    2     Co    2     Co    22    21   482     28.988410    -14.494205    -14.494205     35.503407      0.0000233      0.0003176
    2     Co    2     Co    22    22   483     28.988410    -14.494205     14.494205     35.503407      0.0000234      0.0003177
    2     Co    2     Co    22    23   484     28.988410     14.494205    -14.494205     35.503407      0.0000234      0.0003177
    2     Co    2     Co    22    24   485     28.988410     14.494205     14.494205     35.503407      0.0000234      0.0003179
    2     Co    2     Co    23     1   486    -36.235513      0.000000      0.000000     36.235513     -0.0248593     -0.3382277
    2     Co    2     Co    23     2   487    -28.988410    -21.741308      0.000000     36.235513      0.0006831      0.0092947
    2     Co    2     Co    23     3   488    -28.988410      0.000000    -21.741308     36.235513      0.0006832      0.0092949
    2     Co    2     Co    23     4   489    -28.988410      0.000000     21.741308     36.235513      0.0006831      0.0092941
    2     Co    2     Co    23     5   490    -28.988410     21.741308      0.000000     36.235513      0.0006831      0.0092939
    2     Co    2     Co    23     6   491    -21.741308    -28.988410      0.000000     36.235513      0.0006831      0.0092946
    2     Co    2     Co    23     7   492    -21.741308      0.000000    -28.988410     36.235513      0.0006832      0.0092949
    2     Co    2     Co    23     8   493    -21.741308      0.000000     28.988410     36.235513      0.0006832      0.0092949
    2     Co    2     Co    23     9   494    -21.741308     28.988410      0.000000     36.235513      0.0006831      0.0092947
    2     Co    2     Co    23    10   495      0.000000    -36.235513      0.000000     36.235513     -0.0248592     -0.3382268
    2     Co    2     Co    23    11   496      0.000000    -28.988410    -21.741308     36.235513      0.0006831      0.0092946
    2     Co    2     Co    23    12   497      0.000000    -28.988410     21.741308     36.235513      0.0006831      0.0092939
    2     Co    2     Co    23    13   498      0.000000    -21.741308    -28.988410     36.235513      0.0006831      0.0092947
    2     Co    2     Co    23    14   499      0.000000    -21.741308     28.988410     36.235513      0.0006831      0.0092947
    2     Co    2     Co    23    15   500      0.000000      0.000000    -36.235513     36.235513     -0.0248593     -0.3382278
    2     Co    2     Co    23    16   501      0.000000      0.000000     36.235513     36.235513     -0.0248605     -0.3382449
    2     Co    2     Co    23    17   502      0.000000     21.741308    -28.988410     36.235513      0.0006831      0.0092939
    2     Co    2     Co    23    18   503      0.000000     21.741308     28.988410     36.235513      0.0006831      0.0092940
    2     Co    2     Co    23    19   504      0.000000     28.988410    -21.741308     36.235513      0.0006831      0.0092947
    2     Co    2     Co    23    20   505      0.000000     28.988410     21.741308     36.235513      0.0006831      0.0092939
    2     Co    2     Co    23    21   506      0.000000     36.235513      0.000000     36.235513     -0.0248605     -0.3382439
    2     Co    2     Co    23    22   507     21.741308    -28.988410      0.000000     36.235513      0.0006831      0.0092939
    2     Co    2     Co    23    23   508     21.741308      0.000000    -28.988410     36.235513      0.0006831      0.0092941
    2     Co    2     Co    23    24   509     21.741308      0.000000     28.988410     36.235513      0.0006831      0.0092942
    2     Co    2     Co    23    25   510     21.741308     28.988410      0.000000     36.235513      0.0006831      0.0092939
    2     Co    2     Co    23    26   511     28.988410    -21.741308      0.000000     36.235513      0.0006831      0.0092947
    2     Co    2     Co    23    27   512     28.988410      0.000000    -21.741308     36.235513      0.0006832      0.0092949
    2     Co    2     Co    23    28   513     28.988410      0.000000     21.741308     36.235513      0.0006831      0.0092942
    2     Co    2     Co    23    29   514     28.988410     21.741308      0.000000     36.235513      0.0006831      0.0092939
    2     Co    2     Co    23    30   515     36.235513      0.000000      0.000000     36.235513     -0.0248605     -0.3382448
